TransactionID,CustomerID,TransactionDate,TransactionValue,ProductCategory,PaymentMethod,CustomerGender,CustomerAgeGroup,Region
TRANS003851,CUST01239,10/18/2023,1717239,Home,Credit Card,Female,26-35,Denpasar
TRANS003852,CUST01034,9/2/2024,3425532,Electronics,Bank Transfer,Male,18-25,Yogyakarta
TRANS003853,CUST00238,4/26/2024,4465821,Home,Credit Card,Male,18-25,Bandung
TRANS003854,CUST01029,1/23/2024,4240665,Home,Bank Transfer,Male,26-35,Jakarta
TRANS003855,CUST01448,12/2/2023,761841,Electronics,Bank Transfer,Female,36-50,Medan
TRANS003856,CUST00522,11/17/2023,607695,Fashion,E-Wallet,Male,18-25,Bandung
TRANS003857,CUST00745,8/14/2023,3231804,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS003858,CUST00551,5/24/2024,3136489,Beauty,E-Wallet,Female,26-35,Yogyakarta
TRANS003859,CUST00820,8/19/2023,4367276,Home,E-Wallet,Male,26-35,Surabaya
TRANS003860,CUST01161,11/17/2024,4988862,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS003861,CUST01663,8/31/2023,4968450,Sport,E-Wallet,Female,18-25,Denpasar
TRANS003862,CUST01881,4/5/2024,3934474,Beauty,Credit Card,Female,26-35,Yogyakarta
TRANS003863,CUST01853,2/5/2023,1357943,Sport,Credit Card,Female,26-35,Jakarta
TRANS003864,CUST00014,9/19/2024,211610,Sport,Credit Card,Male,18-25,Medan
TRANS003865,CUST00406,5/21/2024,4151810,Fashion,Credit Card,Female,26-35,Bandung
TRANS003866,CUST01258,6/20/2023,3904401,Home,Credit Card,Female,18-25,Surabaya
TRANS003867,CUST00808,11/2/2023,4435749,Beauty,Bank Transfer,Female,18-25,Surabaya
TRANS003868,CUST00915,6/5/2023,4103039,Beauty,E-Wallet,Female,18-25,Jakarta
TRANS003869,CUST00401,11/2/2024,4444006,Sport,E-Wallet,Male,26-35,Denpasar
TRANS003870,CUST01527,10/26/2024,1218244,Beauty,E-Wallet,Male,>50,Bandung
TRANS003871,CUST01079,9/6/2024,479486,Sport,E-Wallet,Male,18-25,Bandung
TRANS003872,CUST00209,6/5/2023,1641899,Sport,Credit Card,Male,18-25,Yogyakarta
TRANS003873,CUST01821,9/10/2023,395687,Beauty,Bank Transfer,Male,26-35,Denpasar
TRANS003874,CUST01026,6/12/2024,2542545,Sport,Bank Transfer,Female,26-35,Medan
TRANS003875,CUST01727,1/31/2024,3714262,Fashion,E-Wallet,Female,18-25,Bandung
TRANS003876,CUST00419,2/20/2023,1179794,Fashion,Credit Card,Female,18-25,Surabaya
TRANS003877,CUST00816,9/1/2024,1129574,Electronics,Credit Card,Female,36-50,Medan
TRANS003878,CUST00147,4/10/2024,279455,Fashion,E-Wallet,Female,26-35,Yogyakarta
TRANS003879,CUST00586,1/18/2023,261906,Beauty,E-Wallet,Male,26-35,Medan
TRANS003880,CUST00653,3/28/2023,1906660,Sport,E-Wallet,Female,26-35,Medan
TRANS003881,CUST01727,12/18/2023,1550930,Fashion,E-Wallet,Female,18-25,Bandung
TRANS003882,CUST00932,12/21/2024,3992105,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS003883,CUST01687,7/22/2023,3902671,Electronics,E-Wallet,Female,>50,Jakarta
TRANS003884,CUST01710,6/23/2023,1527166,Electronics,E-Wallet,Female,>50,Yogyakarta
TRANS003885,CUST01740,6/17/2023,563303,Electronics,Credit Card,Male,26-35,Denpasar
TRANS003886,CUST00527,6/16/2023,1588878,Beauty,Credit Card,Male,18-25,Medan
TRANS003887,CUST00981,12/25/2024,3476716,Fashion,Bank Transfer,Male,26-35,Medan
TRANS003888,CUST01293,8/26/2023,521972,Sport,Credit Card,Female,26-35,Jakarta
TRANS003889,CUST01694,11/8/2024,4979793,Fashion,E-Wallet,Male,18-25,Medan
TRANS003890,CUST00502,10/5/2023,2157458,Sport,Credit Card,Female,36-50,Medan
TRANS003891,CUST01234,11/25/2023,3134284,Fashion,E-Wallet,Male,18-25,Surabaya
TRANS003892,CUST01928,10/4/2024,2368213,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS003893,CUST01838,11/9/2024,3733021,Home,E-Wallet,Male,18-25,Jakarta
TRANS003894,CUST01108,9/28/2024,4154973,Fashion,Credit Card,Female,18-25,Bandung
TRANS003895,CUST00829,12/20/2023,1053188,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS003896,CUST01845,5/10/2023,1529094,Home,Bank Transfer,Female,18-25,Surabaya
TRANS003897,CUST00267,5/27/2023,545777,Sport,E-Wallet,Female,26-35,Surabaya
TRANS003898,CUST01808,5/16/2023,3878853,Electronics,E-Wallet,Male,26-35,Yogyakarta
TRANS003899,CUST01185,10/25/2024,375475,Fashion,E-Wallet,Male,26-35,Jakarta
TRANS003900,CUST01804,4/19/2023,3936883,Electronics,E-Wallet,Male,>50,Yogyakarta
TRANS003901,CUST01055,7/1/2023,306336,Electronics,Bank Transfer,Female,26-35,Yogyakarta
TRANS003902,CUST01605,5/17/2023,1449284,Sport,E-Wallet,Male,18-25,Yogyakarta
TRANS003903,CUST01766,7/14/2023,346435,Electronics,Bank Transfer,Male,18-25,Jakarta
TRANS003904,CUST01858,6/13/2024,1472550,Fashion,E-Wallet,Female,26-35,Jakarta
TRANS003905,CUST01659,10/10/2023,2275927,Beauty,E-Wallet,Male,26-35,Surabaya
TRANS003906,CUST00995,4/10/2024,4930805,Fashion,Bank Transfer,Male,18-25,Medan
TRANS003907,CUST00479,9/8/2024,2842181,Electronics,E-Wallet,Female,18-25,Surabaya
TRANS003908,CUST00236,1/13/2023,4001383,Sport,Credit Card,Female,26-35,Denpasar
TRANS003909,CUST00781,6/8/2023,4333680,Electronics,Bank Transfer,Female,18-25,Bandung
TRANS003910,CUST00573,4/9/2024,788097,Electronics,E-Wallet,Male,26-35,Medan
TRANS003911,CUST00252,1/3/2023,679758,Beauty,Credit Card,Male,>50,Jakarta
TRANS003912,CUST00457,12/1/2023,289993,Beauty,Credit Card,Male,26-35,Yogyakarta
TRANS003913,CUST00980,6/10/2023,4954688,Sport,Bank Transfer,Female,>50,Denpasar
TRANS003914,CUST00660,3/13/2023,1477037,Home,Bank Transfer,Female,26-35,Surabaya
TRANS003915,CUST01506,6/8/2023,243580,Sport,Credit Card,Male,26-35,Bandung
TRANS003916,CUST00133,10/18/2023,1676290,Sport,E-Wallet,Male,26-35,Medan
TRANS003917,CUST00670,7/1/2024,3135363,Home,E-Wallet,Male,26-35,Medan
TRANS003918,CUST00300,10/31/2024,2986829,Sport,E-Wallet,Male,26-35,Jakarta
TRANS003919,CUST00873,3/13/2024,4001875,Home,Credit Card,Female,36-50,Yogyakarta
TRANS003920,CUST00154,6/9/2023,146612,Sport,Credit Card,Female,36-50,Yogyakarta
TRANS003921,CUST01782,2/25/2024,3517635,Electronics,Credit Card,Female,26-35,Medan
TRANS003922,CUST00422,1/7/2023,2053591,Sport,Credit Card,Female,18-25,Medan
TRANS003923,CUST01009,7/28/2024,414831,Home,Credit Card,Male,26-35,Jakarta
TRANS003924,CUST00976,7/21/2024,2773829,Electronics,E-Wallet,Male,18-25,Yogyakarta
TRANS003925,CUST00617,6/14/2023,138022,Beauty,E-Wallet,Male,26-35,Denpasar
TRANS003926,CUST01127,4/18/2024,200805,Sport,Bank Transfer,Male,26-35,Medan
TRANS003927,CUST01931,1/8/2023,3537827,Sport,Bank Transfer,Female,>50,Medan
TRANS003928,CUST00453,8/31/2024,2209830,Electronics,E-Wallet,Male,26-35,Bandung
TRANS003929,CUST01622,6/24/2024,4950732,Sport,Credit Card,Male,18-25,Denpasar
TRANS003930,CUST01490,1/25/2023,1852612,Fashion,E-Wallet,Male,26-35,Denpasar
TRANS003931,CUST00696,11/21/2023,4625844,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS003932,CUST00123,12/23/2024,2213164,Sport,Credit Card,Male,>50,Surabaya
TRANS003933,CUST00867,12/8/2024,4792277,Home,E-Wallet,Male,26-35,Medan
TRANS003934,CUST01262,3/4/2023,4776018,Beauty,Credit Card,Female,26-35,Surabaya
TRANS003935,CUST00230,1/27/2024,4109570,Electronics,E-Wallet,Female,18-25,Bandung
TRANS003936,CUST00340,10/23/2023,4106744,Home,E-Wallet,Male,26-35,Bandung
TRANS003937,CUST01017,11/16/2024,1722469,Fashion,Credit Card,Male,36-50,Denpasar
TRANS003938,CUST00741,5/7/2023,1875438,Electronics,Credit Card,Female,26-35,Yogyakarta
TRANS003939,CUST00179,4/4/2023,2084889,Fashion,Bank Transfer,Female,26-35,Surabaya
TRANS003940,CUST01222,7/18/2024,1382531,Electronics,E-Wallet,Male,18-25,Surabaya
TRANS003941,CUST00769,2/9/2024,4144227,Sport,E-Wallet,Male,26-35,Jakarta
TRANS003942,CUST01579,8/24/2023,1402857,Sport,E-Wallet,Female,36-50,Yogyakarta
TRANS003943,CUST01800,1/3/2023,2055144,Fashion,Credit Card,Male,26-35,Bandung
TRANS003944,CUST01851,3/15/2023,4749979,Beauty,Credit Card,Male,26-35,Denpasar
TRANS003945,CUST01277,8/14/2024,944335,Home,E-Wallet,Male,36-50,Denpasar
TRANS003946,CUST01308,3/24/2023,4652000,Sport,Credit Card,Female,18-25,Surabaya
TRANS003947,CUST00775,8/12/2024,3854842,Home,Credit Card,Female,26-35,Denpasar
TRANS003948,CUST00626,3/2/2023,249774,Home,E-Wallet,Male,>50,Surabaya
TRANS003949,CUST01460,3/6/2024,3305234,Fashion,Credit Card,Female,26-35,Medan
TRANS003950,CUST01059,9/18/2023,1246241,Home,Bank Transfer,Female,18-25,Denpasar
TRANS003951,CUST01972,11/27/2023,1349626,Electronics,E-Wallet,Female,26-35,Denpasar
TRANS003952,CUST01089,2/25/2024,3623834,Electronics,Credit Card,Female,26-35,Yogyakarta
TRANS003953,CUST00345,10/28/2024,305237,Fashion,Credit Card,Male,>50,Medan
TRANS003954,CUST01845,1/4/2024,4131400,Sport,Credit Card,Female,18-25,Surabaya
TRANS003955,CUST01213,3/30/2023,716511,Beauty,E-Wallet,Male,18-25,Bandung
TRANS003956,CUST01168,9/13/2024,2963606,Fashion,Bank Transfer,Female,18-25,Denpasar
TRANS003957,CUST00802,2/14/2024,1090807,Fashion,Credit Card,Male,>50,Bandung
TRANS003958,CUST00585,11/26/2024,78872,Electronics,Bank Transfer,Female,26-35,Bandung
TRANS003959,CUST00621,3/3/2024,4955340,Home,Bank Transfer,Male,36-50,Bandung
TRANS003960,CUST01949,8/2/2024,577231,Home,Bank Transfer,Male,18-25,Bandung
TRANS003961,CUST01749,6/16/2024,2865988,Home,Credit Card,Female,26-35,Medan
TRANS003962,CUST00781,2/28/2024,3753466,Electronics,E-Wallet,Female,18-25,Bandung
TRANS003963,CUST01475,10/7/2023,4051854,Fashion,E-Wallet,Male,36-50,Yogyakarta
TRANS003964,CUST00168,6/4/2024,3506702,Home,Bank Transfer,Male,18-25,Medan
TRANS003965,CUST01969,3/30/2023,3718373,Home,E-Wallet,Male,26-35,Bandung
TRANS003966,CUST00841,4/18/2024,577296,Beauty,Bank Transfer,Male,26-35,Bandung
TRANS003967,CUST00531,3/3/2024,1076875,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS003968,CUST01206,9/10/2023,937881,Home,Credit Card,Female,36-50,Jakarta
TRANS003969,CUST00470,5/29/2024,3495950,Home,Credit Card,Female,26-35,Denpasar
TRANS003970,CUST01704,4/1/2024,1697645,Electronics,Credit Card,Female,36-50,Surabaya
TRANS003971,CUST00914,9/3/2024,3923515,Fashion,Bank Transfer,Male,>50,Yogyakarta
TRANS003972,CUST01943,9/22/2023,4360414,Electronics,Credit Card,Female,18-25,Surabaya
TRANS003973,CUST00771,8/10/2024,4058962,Electronics,E-Wallet,Male,18-25,Denpasar
TRANS003974,CUST00139,1/2/2023,1242972,Home,E-Wallet,Male,18-25,Bandung
TRANS003975,CUST01857,8/2/2023,4595699,Home,Bank Transfer,Female,26-35,Surabaya
TRANS003976,CUST01082,8/8/2024,1074646,Sport,Credit Card,Male,36-50,Jakarta
TRANS003977,CUST00608,8/30/2024,3298307,Home,E-Wallet,Male,18-25,Jakarta
TRANS003978,CUST01644,1/4/2023,256102,Home,E-Wallet,Female,26-35,Denpasar
TRANS003979,CUST00479,2/28/2024,198679,Fashion,Credit Card,Female,18-25,Surabaya
TRANS003980,CUST00348,3/23/2024,3870256,Electronics,Credit Card,Male,26-35,Yogyakarta
TRANS003981,CUST00558,5/18/2024,237259,Electronics,Credit Card,Male,18-25,Denpasar
TRANS003982,CUST00268,3/19/2024,550135,Beauty,Bank Transfer,Female,36-50,Medan
TRANS003983,CUST00849,11/24/2023,910918,Beauty,E-Wallet,Female,26-35,Medan
TRANS003984,CUST00301,1/12/2024,946221,Fashion,Credit Card,Male,36-50,Denpasar
TRANS003985,CUST00076,6/9/2023,950153,Beauty,Bank Transfer,Female,36-50,Denpasar
TRANS003986,CUST00732,11/13/2024,3800049,Sport,Credit Card,Female,26-35,Jakarta
TRANS003987,CUST00705,9/2/2023,2689583,Beauty,Credit Card,Male,36-50,Denpasar
TRANS003988,CUST01033,3/8/2024,2421393,Fashion,Bank Transfer,Male,36-50,Denpasar
TRANS003989,CUST01786,3/10/2024,4314470,Home,E-Wallet,Female,18-25,Surabaya
TRANS003990,CUST00024,9/8/2024,2783205,Home,Bank Transfer,Male,18-25,Denpasar
TRANS003991,CUST00205,1/28/2023,1133256,Home,Credit Card,Female,36-50,Bandung
TRANS003992,CUST01247,5/26/2024,2835995,Beauty,Credit Card,Male,26-35,Yogyakarta
TRANS003993,CUST01369,5/18/2024,706484,Electronics,Bank Transfer,Male,18-25,Medan
TRANS003994,CUST01025,8/9/2023,2252819,Beauty,Credit Card,Female,18-25,Surabaya
TRANS003995,CUST00609,3/26/2023,4038453,Electronics,Credit Card,Female,36-50,Jakarta
TRANS003996,CUST00281,12/12/2023,2166211,Sport,E-Wallet,Female,18-25,Medan
TRANS003997,CUST01120,5/16/2024,2120883,Electronics,Credit Card,Male,18-25,Surabaya
TRANS003998,CUST00994,7/29/2024,3554273,Sport,Credit Card,Female,26-35,Yogyakarta
TRANS003999,CUST01517,2/26/2023,3770586,Sport,Bank Transfer,Female,18-25,Medan
TRANS004000,CUST01635,2/3/2024,4792916,Home,Credit Card,Female,18-25,Yogyakarta
TRANS004001,CUST01129,9/15/2023,2372559,Fashion,E-Wallet,Male,>50,Medan
TRANS004002,CUST01985,7/12/2024,1868447,Home,Credit Card,Male,36-50,Bandung
TRANS004003,CUST01845,7/31/2024,3250638,Electronics,E-Wallet,Female,18-25,Surabaya
TRANS004004,CUST00068,5/2/2023,4417404,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS004005,CUST01585,3/18/2023,4491782,Home,E-Wallet,Female,26-35,Surabaya
TRANS004006,CUST00010,12/29/2023,2466413,Fashion,E-Wallet,Female,26-35,Yogyakarta
TRANS004007,CUST01192,6/23/2023,3935062,Fashion,Credit Card,Female,>50,Jakarta
TRANS004008,CUST00797,4/22/2023,1220447,Beauty,Credit Card,Female,18-25,Surabaya
TRANS004009,CUST01065,4/18/2023,1703407,Sport,Credit Card,Male,26-35,Bandung
TRANS004010,CUST00430,2/13/2024,3175859,Sport,Bank Transfer,Male,36-50,Medan
TRANS004011,CUST00807,5/30/2024,2024136,Electronics,E-Wallet,Female,36-50,Jakarta
TRANS004012,CUST00548,12/8/2024,2357783,Home,Bank Transfer,Female,26-35,Medan
TRANS004013,CUST01722,4/12/2023,4727421,Electronics,Bank Transfer,Male,36-50,Yogyakarta
TRANS004014,CUST01894,2/29/2024,387148,Electronics,E-Wallet,Male,26-35,Jakarta
TRANS004015,CUST00103,12/31/2023,3250376,Home,E-Wallet,Male,18-25,Bandung
TRANS004016,CUST00521,4/6/2024,1688811,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS004017,CUST00272,2/24/2023,4246237,Sport,Bank Transfer,Female,26-35,Medan
TRANS004018,CUST01995,12/20/2024,3110579,Beauty,Credit Card,Female,26-35,Jakarta
TRANS004019,CUST01109,2/4/2023,1282568,Home,E-Wallet,Female,26-35,Bandung
TRANS004020,CUST00929,9/14/2024,3399160,Electronics,Credit Card,Female,36-50,Surabaya
TRANS004021,CUST01953,9/4/2024,3842076,Home,E-Wallet,Female,>50,Jakarta
TRANS004022,CUST01147,5/13/2024,967488,Fashion,E-Wallet,Female,36-50,Yogyakarta
TRANS004023,CUST01280,11/23/2024,3802048,Sport,E-Wallet,Female,36-50,Surabaya
TRANS004024,CUST00788,11/16/2023,3038266,Home,E-Wallet,Male,18-25,Denpasar
TRANS004025,CUST00999,3/21/2023,4242063,Beauty,Bank Transfer,Female,18-25,Bandung
TRANS004026,CUST00251,12/4/2023,2627958,Beauty,Bank Transfer,Male,18-25,Bandung
TRANS004027,CUST00280,11/15/2024,4930920,Home,Credit Card,Female,18-25,Bandung
TRANS004028,CUST00514,2/1/2024,1316674,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS004029,CUST00961,9/29/2023,1506351,Sport,Credit Card,Male,18-25,Bandung
TRANS004030,CUST00721,2/16/2023,4880678,Beauty,Bank Transfer,Female,36-50,Jakarta
TRANS004031,CUST00548,1/8/2024,1917040,Electronics,Credit Card,Female,26-35,Medan
TRANS004032,CUST00814,9/13/2023,4798234,Fashion,Bank Transfer,Female,18-25,Surabaya
TRANS004033,CUST01758,6/7/2024,3929992,Beauty,E-Wallet,Female,26-35,Yogyakarta
TRANS004034,CUST00090,1/4/2023,1376593,Electronics,Bank Transfer,Female,26-35,Jakarta
TRANS004035,CUST01083,6/11/2023,3791188,Home,Credit Card,Male,18-25,Medan
TRANS004036,CUST01252,3/18/2023,4755135,Sport,E-Wallet,Female,18-25,Jakarta
TRANS004037,CUST00454,10/24/2024,1629898,Fashion,E-Wallet,Female,26-35,Denpasar
TRANS004038,CUST00928,8/26/2024,543795,Fashion,E-Wallet,Female,>50,Bandung
TRANS004039,CUST01875,4/30/2023,3550992,Fashion,Bank Transfer,Female,18-25,Denpasar
TRANS004040,CUST00676,8/3/2024,2090044,Fashion,Credit Card,Female,18-25,Yogyakarta
TRANS004041,CUST00254,11/9/2024,2704179,Electronics,E-Wallet,Male,36-50,Yogyakarta
TRANS004042,CUST00922,10/14/2024,4566767,Fashion,Credit Card,Female,36-50,Yogyakarta
TRANS004043,CUST01129,4/3/2023,2562876,Electronics,E-Wallet,Male,>50,Medan
TRANS004044,CUST00278,4/13/2023,2613809,Beauty,Credit Card,Female,26-35,Bandung
TRANS004045,CUST01243,7/15/2024,4719416,Home,E-Wallet,Female,26-35,Surabaya
TRANS004046,CUST01613,11/11/2024,3705858,Sport,Credit Card,Female,26-35,Bandung
TRANS004047,CUST01053,4/25/2024,4580671,Beauty,Credit Card,Female,18-25,Denpasar
TRANS004048,CUST00941,2/25/2024,3777137,Beauty,Bank Transfer,Male,18-25,Jakarta
TRANS004049,CUST01412,4/19/2023,488446,Electronics,Credit Card,Male,18-25,Surabaya
TRANS004050,CUST01011,6/25/2023,2317427,Beauty,Bank Transfer,Male,26-35,Yogyakarta
TRANS004051,CUST01870,10/11/2023,979557,Beauty,E-Wallet,Female,18-25,Denpasar
TRANS004052,CUST00777,3/12/2024,1559218,Home,E-Wallet,Male,18-25,Bandung
TRANS004053,CUST00006,7/2/2024,3310212,Electronics,E-Wallet,Male,36-50,Medan
TRANS004054,CUST01117,2/23/2024,4254264,Sport,E-Wallet,Male,36-50,Denpasar
TRANS004055,CUST00489,1/8/2024,2775417,Home,Credit Card,Female,26-35,Denpasar
TRANS004056,CUST01623,11/22/2024,2432775,Electronics,Bank Transfer,Female,18-25,Jakarta
TRANS004057,CUST01387,8/21/2024,3300796,Beauty,E-Wallet,Female,18-25,Bandung
TRANS004058,CUST01977,12/4/2023,3851319,Electronics,Bank Transfer,Male,26-35,Jakarta
TRANS004059,CUST00811,6/13/2023,4635396,Electronics,Credit Card,Female,18-25,Surabaya
TRANS004060,CUST00396,12/11/2024,4050023,Sport,E-Wallet,Female,26-35,Denpasar
TRANS004061,CUST00059,3/19/2023,4977484,Home,Bank Transfer,Male,26-35,Bandung
TRANS004062,CUST01168,4/27/2024,4294977,Fashion,E-Wallet,Female,18-25,Denpasar
TRANS004063,CUST00709,10/1/2023,1733371,Home,E-Wallet,Male,18-25,Yogyakarta
TRANS004064,CUST00083,5/24/2023,2986871,Beauty,E-Wallet,Male,26-35,Surabaya
TRANS004065,CUST00356,4/16/2023,2430990,Sport,Credit Card,Female,18-25,Medan
TRANS004066,CUST00917,1/23/2024,3141271,Beauty,E-Wallet,Male,36-50,Bandung
TRANS004067,CUST00743,8/26/2023,1320240,Home,E-Wallet,Female,18-25,Denpasar
TRANS004068,CUST00956,11/26/2023,4176083,Home,E-Wallet,Male,26-35,Bandung
TRANS004069,CUST01761,11/5/2023,3426717,Fashion,Bank Transfer,Female,18-25,Jakarta
TRANS004070,CUST01661,6/6/2023,3809951,Fashion,Bank Transfer,Female,26-35,Denpasar
TRANS004071,CUST01602,10/2/2024,906435,Electronics,Bank Transfer,Male,26-35,Denpasar
TRANS004072,CUST00628,6/2/2024,2010439,Fashion,Credit Card,Female,26-35,Medan
TRANS004073,CUST00973,8/19/2024,4085134,Home,Bank Transfer,Female,36-50,Jakarta
TRANS004074,CUST01295,2/1/2024,2693854,Fashion,Bank Transfer,Female,>50,Denpasar
TRANS004075,CUST00503,2/19/2023,4338753,Sport,E-Wallet,Male,26-35,Yogyakarta
TRANS004076,CUST01038,4/15/2024,1643635,Home,Credit Card,Female,>50,Surabaya
TRANS004077,CUST01716,1/17/2024,1500338,Beauty,Credit Card,Female,26-35,Surabaya
TRANS004078,CUST01275,10/12/2023,2319986,Beauty,E-Wallet,Female,36-50,Surabaya
TRANS004079,CUST01091,9/4/2024,2164872,Electronics,Bank Transfer,Female,26-35,Denpasar
TRANS004080,CUST01962,8/9/2023,4542101,Beauty,Credit Card,Male,26-35,Surabaya
TRANS004081,CUST01016,9/23/2024,4933104,Sport,Credit Card,Female,26-35,Surabaya
TRANS004082,CUST01886,7/12/2023,635550,Sport,Credit Card,Female,>50,Yogyakarta
TRANS004083,CUST01998,8/31/2024,899953,Home,Bank Transfer,Male,26-35,Medan
TRANS004084,CUST01286,4/28/2024,1686657,Beauty,E-Wallet,Female,18-25,Jakarta
TRANS004085,CUST01752,2/23/2023,84472,Fashion,Bank Transfer,Male,>50,Jakarta
TRANS004086,CUST00182,10/20/2023,1061258,Home,Credit Card,Male,18-25,Denpasar
TRANS004087,CUST00443,1/27/2023,2948300,Beauty,Bank Transfer,Male,36-50,Jakarta
TRANS004088,CUST00940,11/11/2024,3071751,Fashion,Credit Card,Female,18-25,Yogyakarta
TRANS004089,CUST01041,1/23/2024,2696686,Electronics,Bank Transfer,Female,18-25,Medan
TRANS004090,CUST00157,4/12/2023,1853567,Electronics,Bank Transfer,Female,18-25,Bandung
TRANS004091,CUST01274,7/11/2024,101567,Electronics,E-Wallet,Male,26-35,Surabaya
TRANS004092,CUST00705,12/12/2024,4819672,Electronics,E-Wallet,Male,36-50,Denpasar
TRANS004093,CUST01687,3/13/2024,2385052,Home,Credit Card,Female,>50,Jakarta
TRANS004094,CUST01942,2/21/2023,2390577,Fashion,Bank Transfer,Male,36-50,Medan
TRANS004095,CUST00320,5/30/2023,3715080,Beauty,Credit Card,Male,26-35,Bandung
TRANS004096,CUST00671,11/30/2023,4642640,Beauty,E-Wallet,Male,26-35,Surabaya
TRANS004097,CUST00581,11/2/2023,299013,Sport,Bank Transfer,Female,18-25,Bandung
TRANS004098,CUST01153,6/13/2024,3012870,Sport,Credit Card,Female,36-50,Medan
TRANS004099,CUST01001,12/16/2023,1366254,Sport,E-Wallet,Male,26-35,Bandung
TRANS004100,CUST00932,7/3/2024,4575729,Fashion,Bank Transfer,Female,26-35,Bandung
TRANS004101,CUST00191,1/21/2023,1507803,Fashion,E-Wallet,Male,18-25,Jakarta
TRANS004102,CUST01530,6/9/2023,4115422,Home,Bank Transfer,Female,26-35,Medan
TRANS004103,CUST00151,12/1/2024,4445198,Sport,E-Wallet,Female,26-35,Jakarta
TRANS004104,CUST01293,3/31/2024,2127286,Fashion,Bank Transfer,Female,26-35,Jakarta
TRANS004105,CUST01451,8/31/2024,1421154,Sport,E-Wallet,Female,26-35,Surabaya
TRANS004106,CUST00856,8/3/2023,4094246,Sport,Credit Card,Male,26-35,Jakarta
TRANS004107,CUST00496,6/18/2023,2022138,Beauty,E-Wallet,Male,26-35,Medan
TRANS004108,CUST01229,7/13/2023,4481168,Home,Credit Card,Female,18-25,Jakarta
TRANS004109,CUST00548,6/3/2023,4948805,Electronics,Bank Transfer,Female,26-35,Medan
TRANS004110,CUST00620,3/7/2024,4299905,Electronics,Bank Transfer,Female,26-35,Jakarta
TRANS004111,CUST00217,12/17/2024,1727950,Electronics,E-Wallet,Male,36-50,Jakarta
TRANS004112,CUST00263,7/19/2023,1346491,Fashion,Bank Transfer,Male,36-50,Yogyakarta
TRANS004113,CUST01843,1/25/2023,4765859,Electronics,Bank Transfer,Male,26-35,Bandung
TRANS004114,CUST01337,6/19/2024,2056124,Sport,E-Wallet,Male,>50,Denpasar
TRANS004115,CUST01052,11/20/2023,4721805,Home,E-Wallet,Female,26-35,Jakarta
TRANS004116,CUST00483,11/17/2023,923140,Sport,Credit Card,Female,>50,Jakarta
TRANS004117,CUST01396,10/26/2024,1200071,Fashion,Credit Card,Female,>50,Jakarta
TRANS004118,CUST01203,8/30/2023,3149437,Home,Bank Transfer,Male,18-25,Bandung
TRANS004119,CUST00602,1/28/2023,4712522,Beauty,E-Wallet,Male,18-25,Medan
TRANS004120,CUST00287,11/2/2023,928257,Fashion,Credit Card,Female,>50,Yogyakarta
TRANS004121,CUST00447,3/15/2024,3310456,Home,Bank Transfer,Female,18-25,Bandung
